
We also offer extremely competitive Financing options! There is a free credit application on our website. We work hard to have the best financing options available with the most competitive rates. Click the link to fill out a Credit Application: http://americantrucksource.com/financing


CONTACT US TODAY @ 512-914-8066

Shipping and reimbursements are subject to the completion of the transaction at our designated list price. Airfare reimbursements will be refunded at the completion of the deal as long as an airfare receipt is provided for our records.",30.663,-97.9316
https://abilene.craigslist.org/ctd/d/arlington-2012-ford-350-crew-cab-srw/6925158575.html,"abilene, TX",https://abilene.craigslist.org,24950,2012,ford,f-350,,8 cylinders,diesel,119330,clean,automatic,1FD8W3FT8CEB07966,4wd,,truck,white,https://images.craigslist.org/00g0g_hhqklyODrSB_600x450.jpg,"DKR IncAsk for: Roland or RandyâÂ (817) 239-73531719 W Division St Arlington, TX 76012Enter this link to see more images plus all other inventory we have available: http://lyv.cc/BLRU42012 Ford F-350 Crew Cab SRW 4x4 Diesel Service FlatbedPrice: $24,950.00History:One OwnerClean CarfaxBasic Information:Stock Number: 25803VIN Number: 1FD8W3FT8CEB07966Style Name: 4X4 SD Crew Cab SRW XLMake: FordModel: F-350Model Year: 2012Vehicle Trim: XLInterior Color: GrayExterior Color: WhiteBody Type: ChassisEngine:Engine Description: 6.7L V8 32VFuel Type: DieselFuel Induction: Direct Diesel InjectionDriveTrain:Transmission: AutomaticDrive Train Type: 4WDIn Car Entertainment:AM/FMSeats:6 Passenger SeatingCloth SeatsConvenience:TiltCruiseSteering Wheel ControlsComfort:Air ConditioningFeatures:Factory Trailer BrakeNerf BarsTool BoxesFlatbedRanch Hand BumperBrush GuardDescription:2012 Ford F-350 Crew Cab 4x4 SRW 6.7L Power Stroke Diesel with A/C, AM/FM, tilt, cruise, steering wheel controls, cloth seats, vinyl floors, 6 passenger seating, factory trailer brake, Ranch Hand bumper, brushguard, nerf bars, tool boxes, Service, Contractor, Flatbed, Work Truck. One Onwer. Clean Carfax. Low Miles. Texas Truck.We  are a family owned and operated business.  Our trucks are inspected and  ready to make you money. We can assist you with scheduling transportation  within the US or Worldwide.  Financing is available.   www.DKRTRUCKS.com  Se habla espanol. We are open Monday-Friday 9am-6pm and Saturday 9am-3pm,  but you can call us anytime. DKR Inc. is located 1719 W. Division St.  Arlington, TX 76012.  For more information, call or text Roland or Randy at  817-239-7353.DKR Inc1719 W Division StArlington, TX 76012Ask for: Roland or RandyCell: (817) 239-7353WE CAN HELP YOU ARRANGE SHIPPING ON ANY VEHICLE. LET US HELP YOU MAKE MONEY!FORD,
CHEVROLET, DODGE, RAM, GMC, F250, F350, F450, F550, 1500, 2500, 3500, 4500,
5500, Flatbed, Utility Bed, Service Body, Contractor, Sprinter, Van, Passenger,
Bucket, Cargo, Crew Cab, crew, Quad Cab, Regular Cab, Reg, X Cab, XCab, MegaCab, 4x4, 4WD, 4 x 4,
Diesel, Gasoline, Work Truck, Commercial Truck, NPR, Box Truck, Work Truck, Worktruck,
Flatbed, Flat Bed, Van, Cargo Van, Plumbers Van, KUV, Bucket Truck, Auto Crane,
Autocrane, Dump Truck, Ford, F250, F-250, F 250, F350, F-350, F 350, F450,
F-450, F 450, F550, F-550, F 550, F650, F-650, F 650, Dodge, Dodge Ram, 2500,
3500, 4500, 5500, 6500, Chevy, Chevrolet, 1500, GMC, 4x4, 4WD, V8, Diesel, 2003, 2004, 2005, 2006, 2007, 2008, 2009,
2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018A27FBAFAEA464DBBB650D168074EE06C 25306263 7429357Ford F-350  XL  Ford F-350  X",32.736075,-97.13352
https://abilene.craigslist.org/ctd/d/arlington-2015-ford-350-cab-4x4-power/6925095873.html,"abilene, TX",https://abilene.craigslist.org,26950,2015,ford,f-350,,8 cylinders,diesel,155520,clean,automatic,1FD8X3HT5FEB78203,4wd,,truck,white,https://images.craigslist.org/00O0O_cNta9DVcvp8_600x450.jpg,"DKR IncAsk for: RandyâÂ (817) 239-73531719 W Division St Arlington, TX 76012Enter this link to see more images plus all other inventory we have available: http://lyv.cc/JJHTR2015 Ford F-350 X Cab 4x4 Power Stroke Diesel Service Contractor Flatbed Price: $26,950.00History:One OwnerClean CarfaxTexas TruckBasic Information:Stock Number: 25804VIN Number: 1FD8X3HT5FEB78203Style Name: 4X4 SD Super CabDRW XLMake: FordModel: F-350Model Year: 2015Vehicle Trim: XLInterior Color: GrayExterior Color: WhiteBody Type: ChassisEngine:Engine Description: 6.7L V8 32VFuel Type: DieselFuel Induction: Diesel Direct InjectionDriveTrain:Transmission: 6-Speed AutomaticDrive Train Type: 4WDIn Car Entertainment:AM/FM/CDSeats:6 Passenger SeatingVinyl SeatsConvenience:Power WindowsPower LocksPower MirrorsTiltCruiseSteering Wheel ControlsComfort:Air ConditioningFeatures:Vinyl FloorsGooseneck HitchTow PackageRunning BoardsDescription:2015 Ford F-350 X Cab 4x4 6.7L Power Stroke Diesel with power windows, locks, mirrors, AM/FM/CD, tilt, cruise, steering wheel controls, A/C, heat, vinyl floors, vinyl seats, 6 passenger seating, gooseneck hitch, tow package, running boards, Service, Contractor, Prong Horn Flatbed. One Owner. Clean Carfax. Texas Truck. We  are a family owned and operated business.  Our trucks are inspected and  ready to make you money. We can assist you with scheduling transportation  within the US or Worldwide.  Financing is available.   www.DKRTRUCKS.com  Se habla espanol. We are open Monday-Friday 9am-6pm and Saturday 9am-3pm,  but you can call us anytime. DKR Inc. is located 1719 W. Division St.  Arlington, TX 76012.  For more information, call or text Roland or Randy at  817-239-7353.DKR Inc1719 W Division StArlington, TX 76012Ask for: RandyCell: (817) 239-7353WE CAN HELP YOU ARRANGE SHIPPING ON ANY VEHICLE. LET US HELP YOU MAKE MONEY!FORD,
CHEVROLET, DODGE, RAM, GMC, F250, F350, F450, F550, 1500, 2500, 3500, 4500,
5500, Flatbed, Utility Bed, Service Body, Contractor, Sprinter, Van, Passenger,
Bucket, Cargo, Crew Cab, crew, Quad Cab, Regular Cab, Reg, X Cab, XCab, MegaCab, 4x4, 4WD, 4 x 4,
Diesel, Gasoline, Work Truck, Commercial Truck, NPR, Box Truck, Work Truck, Worktruck,
Flatbed, Flat Bed, Van, Cargo Van, Plumbers Van, KUV, Bucket Truck, Auto Crane,
Autocrane, Dump Truck, Ford, F250, F-250, F 250, F350, F-350, F 350, F450,
F-450, F 450, F550, F-550, F 550, F650, F-650, F 650, Dodge, Dodge Ram, 2500,
3500, 4500, 5500, 6500, Chevy, Chevrolet, 1500, GMC, 4x4, 4WD, V8, Diesel, 2003, 2004, 2005, 2006, 2007, 2008, 2009,
2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018A27FBAFAEA464DBBB650D168074EE06C 25307805 7426676",32.736075,-97.13352
https://abilene.craigslist.org/cto/d/brownwood-car-hyundai-sonata-2009/6925000344.html,"abilene, TX",https://abilene.craigslist.org,4295,2009,,"Hyundai, Sonata",excellent,,gas,1264000,clean,automatic,,,compact,,silver,https://images.craigslist.org/00j0j_iRFeYyeUyb7_600x450.jpg,"2009 Sonata. One owner. 126,400 odometer. No accidents. Great shape. Mostly kept under cover. Michelin tires in good condition. Interior is good condition. Starts and runs great.",31.646155,-98.994993
https://abilene.craigslist.org/ctd/d/abilene-2014-one-owner-chevy-silverado/6924988960.html,"abilene, TX",https://abilene.craigslist.org,21850,2014,chevrolet,silverado 2500hd work,excellent,8 cylinders,diesel,197125,clean,automatic,1GC1KVC86EF184037,4wd,full-size,pickup,white,https://images.craigslist.org/00i0i_1r7GnhDTHMA_600x450.jpg,"2014 Chevrolet Silverado 2500HD 4x4 Truck2014 Chevy Silverado 2500HD Duramax Diesel 4x4 Crew Cab.Title: ClearDrivetrain: 4 Wheel DriveEngine: 6.6L V8Mileage: 197,125Fuel: DieselTransmission: AutomaticStock Number: P2101Exterior Color: Summit WhiteVIN: 1GC1KVC86EF184037Interior Color: Dark TitaniumAsking Price: $21,850Key Features:Stability ControlPower WindowsCruise ControlTraction ControlTowing PackagePower SteeringAnti-Lock BrakesThis is a very clean Crew Cab 4x4,""One Owner"" 2500HD 4x4 Duramax turbo diesel truck with the Allison 6spd transmission with a ""Good Clean CarFax"". It has 197K miles but runs, looks, and drives like it has much less. Drove it here from Lubbock TX (150 miles). It drives and shifts as it should and does not show but very little ware. It has power windows/locks/mirrors, remote keyless, tilt/cruise, towing package and spray in bed liner. It is priced to sell at $21,850.00+TT&L (wholesale is $22,050.00).Contact Info:GOOD TIME AUTOSRAY GRESHAM - (325) 673-60271033 S. Treadaway Blvd.Abilene, TX 79602Give us a call at (325)673-6027 and ask for Ray, or come to Good Time Autos at  1033 S. Treadaway Blvd. in Abilene, TX to test drive today.https://www.goodtimeautos.com/vehicle-details/4ef2664133c51442a5726e7b053c3234Disclaimer:All vehicles are sold ""AS IS"".",32.437751,-99.728563
https://abilene.craigslist.org/ctd/d/abilene-2002-chevrolet-suburban-1500-ls/6924985689.html,"abilene, TX",https://abilene.craigslist.org,5850,2002,chevrolet,suburban 1500 ls,excellent,8 cylinders,gas,135000,clean,automatic,3GNEC16Z82G204978,rwd,full-size,SUV,white,https://images.craigslist.org/00Z0Z_dXgQXVxeBum_600x450.jpg,"2002 Chevrolet Suburban 1500 LS  LS SUVInterior Color: TANMileage: 135,000Fuel: Flex-fuelExterior Color: WhiteTitle: ClearEngine: 5.3L V8Transmission: AutomaticStock Number: P2099Drivetrain: Rear Wheel DriveVIN: 3GNEC16Z82G204978Asking Price: $5,850Key Features:Anti-Lock BrakesPower SteeringContact Info:GOOD TIME AUTOSRAY GRESHAM - (325) 673-60271033 S. Treadaway Blvd.Abilene, TX 79602Give us a call at (325)673-6027 and ask for Ray, or come to Good Time Autos at  1033 S. Treadaway Blvd. in Abilene, TX to test drive today.https://www.goodtimeautos.com/vehicle-details/834369452bd2764fa98a0711535b398dDisclaimer:All vehicles are sold ""AS IS"".",32.437751,-99.728563
https://abilene.craigslist.org/cto/d/baird-1996-cadillac-sedan-deville/6924981239.html,"abilene, TX",https://abilene.craigslist.org,1250,1996,cadillac,sedan deville,,,gas,,clean,automatic,,,,,,https://images.craigslist.org/00G0G_2JZVl9s9xZb_600x450.jpg,"1996 Cadillac Sedan DeVille. Pearl White, cream white interior.  190,000 miles. Body in good shape.  Car rides great.  Some maintenance is needed, itâs overheating, not sure whatâs causing it.",32.320558,-99.352311
https://abilene.craigslist.org/cto/d/roscoe-2012-gmc-sierra-2500-hd-4wdext/6924788180.html,"abilene, TX",https://abilene.craigslist.org,9450,2012,gmc,sierra 2500hd,good,8 cylinders,gas,230000,clean,automatic,,4wd,full-size,pickup,white,https://images.craigslist.org/00W0W_h8GY3mqnfiL_600x450.jpg,"2012 gmc sierra 2500 hd ext.cab 4wd.6.0l with 50k miles,auto with 2k miles,new tires,front end redone,body is a little rough not bad, show contact inf",32.431939,-100.534515
https://abilene.craigslist.org/ctd/d/san-bernardino-2014-cadillac-escalade/6924703989.html,"abilene, TX",https://abilene.craigslist.org,24777,2014,cadillac,escalade,,,other,98323,,automatic,1GYS4JEFXER114018,,full-size,SUV,black,https://images.craigslist.org/00n0n_7Du6E7KJvSK_600x450.jpg,"InformationYear: 2014Make: CadillacModel: EscaladeStock Number: AM7577This Cadillac Escalade is competitively priced to provide our customers the best experience in buying their next pre-owned vehicle.[CALL US!] (909) 443-1478 for quick answers to your questions about this Cadillac_ Escalade_  Your message will always be answered by a real human -- never an automated system. Call us today about this 2014 Cadillac EscaladeCadillac Escalade EquipmentCadillac Escalade equipment is provided for information purpose only and may be considered accurate only for a new Cadillac Escalade at the time of release. Actual vehicle equipment may be different or incomplete, does not include any additional equipment installed by the previous owner or dealer. Please contact us  (909) 443-1478 to verify the actual equipment of this Cadillac Escalade.as low as
$900 Down*
on approved credit
ð± 909-443-1478
Call or Text Us
Se Habla Espanol
Downtown Motors

Financing For All Types of Credit

ð» Copy and Paste the Below Link for Inventory:

https://downtownmotorsie.com/inventory



---------- Reasons To Buy From Downtown Motors ----------

ðð¥ FREE CARFAX
ðð¥ WARRANTY AVAILABLE!
ðð¥ WE WORK WITH ALL TYPES OF CREDIT
ðð¥ GET APPROVED TODAY!
ðð¥ WE TAKE TRADE-INS!
ð± 909-443-1478
Call or Text Us
Se Habla Espanol
Downtown Motors

Quality Vehicles - Great PricesGet Pre-Approved in Minutes


ð» Copy and Paste the Below Link for FAST Approval:

https://downtownmotorsie.com/financing


ðð...Bad Credit - Mal Credito - You're Approved !
ðð...No Credit - No credito- You're Approved !
ðð...1st Time Buyers - 1er Comprador - You're Approved !

 ð TRADE-INS WELCOME!
Use your vehicle as a down payment and LET US HELP YOU get into the car of your dreams today. Speak to one of our friendly sales consultants who are more than happy to help you throughout the whole process.

 ð CREDIT CHALLENGES? NOT A PROBLEM! JUST PICK YOUR CAR & WE'LL MAKE IT HAPPEN!


ð» Copy and Paste the Below Link:https://downtownmotorsie.com/

ð Address: 240 E Redlands Blvd. San Bernardino, CA 92408

ð¿ Phone: 909-443-1478



Disclaimer: Downtown Motors will never sell, share, or spam your mobile number. Standard text messaging rates may apply.* Â All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. The price for listed vehicles as equipped does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Dealer Prep, Smog Fees. DEALER makes no representations, expressed or implied, to any actual or prospective purchaser or owner of this vehicle as to the existence, ownership, accuracy, description or condition of the listed vehicles equipment, accessories, price, specials or any warranties. Any and all differences must be addressed prior to the sale of this vehicle. All special prices are cash only, All specifications, prices and equipment are subject to change without notice. All vehicles are subject to prior sale.Downtown Motors 909-443-1478inv2183",34.0831,-117.2711
https://abilene.craigslist.org/cto/d/clyde-2000-porsche-boxster/6924690949.html,"abilene, TX",https://abilene.craigslist.org,6000,2000,,Porsche Boxster,good,6 cylinders,gas,174000,clean,manual,,rwd,mid-size,convertible,white,https://images.craigslist.org/00u0u_4upk7RpkFsQ_600x450.jpg,"Very clean 2000 Porsche Boxster base model.  2.7 litre 6 cylinder.  New headlights.  Excellent AC.  Very good tires.  Very well maintained and documented maintenance.  174,000 miles.  5 speed manual transmission.",32.281175,-99.573791
https://abilene.craigslist.org/ctd/d/dallas-2018-ram-cummins-diesel/6924620930.html,"abilene, TX",https://abilene.craigslist.org,45900,2018,ram,2500,good,6 cylinders,diesel,17542,clean,automatic,,4wd,full-size,,white,https://images.craigslist.org/00a0a_arPVWLnpwB6_600x450.jpg,"2018 Ram 2500
Crew Cab SLT
6.7 Cummins Turbo Diesel
Automatic
4x4
Only 17 K Miles
 6 â Rough Country Lift
Brand New 20x12â American Truck Wheels
37â AMP M/T Tires
All Stock Motor
Under Factory Warranty
Back-Up Camera
Bluetooth
Power Windows, Power Locks
Power Sliding Rear Glass
Shift on the fly 4x4
Rust Free
Call or Txt today 469-500-5525
Inexpensive Nationwide Shipping
Habla Espanol
Fly in Or Have your Truck shipped Nationwide
We offer quick and easy financing options with low interest rates in a no-hassle environment. Apply online to get the process started before you come in. We have nationwide low cost transportation available for out-of-town buyers. Call or Txt for an estimate at (469) 500-5525. Fort Videos visit:https://www.youtube.com/results?search_query=Auto+Merchants+5844

Call or Txt Today 469-500-5525 Ask For Drew
Habla Espanol @214-245-2038 James (Jaime)

*diesel* *Dodge* *Ram* *2500* *3500* *4X4* *4wd* *6.7L* *6.7* *5.9* *5.9L* *Cummins* *Dodge* *Ram Pickup 2500* *Laramie* *SLT* *Truck* *Crew Cab Pickup* *Large* *Truck* *Diesel* *Quad Cab* *Ram Pickup 2500 Quad Cab* *Four Wheel Drive* *powerstroke* *duramax* *megacab* *mega cab* *6 speed* *6-speed* *6speed* *flatbed* *6.6* *6.6L* *ford* *gmc* *sierra* *dirtymax* *lariat* *king ranch* *sle* *denali* *laramie longhorn* *lifted* *jacked up* *deleted* *dually* *duelly* *SRW* *1 ton* * 3/4 ton* * DRW**450* *550* * 4500* *5500* *z71* * turbo* *chevy* *silverado* *chevrolet* *short bed* *long bed*",33.016343,-96.781535
